category,file,line,routine,name_or_count,detail
assumed_shape_dummy_explicit_lb,dump.f90,7205,DUMP::DUMP_SLCF::CORNER_VALUE,A,"(0:,0:,0:)"
assumed_shape_dummy_explicit_lb,dump.f90,7205,DUMP::DUMP_SLCF::CORNER_VALUE,S,"(0:,0:,0:)"
assumed_shape_dummy_explicit_lb,dump.f90,7205,DUMP::DUMP_SLCF::CORNER_VALUE,B,"(0:,0:,0:)"
assumed_shape_dummy_explicit_lb,dump.f90,7278,DUMP::DUMP_SLCF::EDGE_VALUE,S,"(0:,0:,0:)"
assumed_shape_dummy_explicit_lb,dump.f90,7278,DUMP::DUMP_SLCF::EDGE_VALUE,A,"(0:,0:,0:)"
assumed_shape_dummy_explicit_lb,dump.f90,7642,DUMP::DUMP_SLCF_VTK::CORNER_VALUE,S,"(0:,0:,0:)"
assumed_shape_dummy_explicit_lb,dump.f90,7642,DUMP::DUMP_SLCF_VTK::CORNER_VALUE,A,"(0:,0:,0:)"
assumed_shape_dummy_explicit_lb,dump.f90,7642,DUMP::DUMP_SLCF_VTK::CORNER_VALUE,B,"(0:,0:,0:)"
assumed_shape_dummy_explicit_lb,dump.f90,7715,DUMP::DUMP_SLCF_VTK::EDGE_VALUE,A,"(0:,0:,0:)"
assumed_shape_dummy_explicit_lb,dump.f90,7715,DUMP::DUMP_SLCF_VTK::EDGE_VALUE,S,"(0:,0:,0:)"
assumed_shape_dummy_explicit_lb,func.f90,1110,MATH_FUNCTIONS::INTERPOLATE1D_UNIFORM,X,(LOWER:)
deferred_shape_dummy_keeps_bounds,ccib.f90,403,CC_SCALARS::GET_OPENBC_TANGENTIAL_CUTFACE_VEL,VV,"(:,:,:) REAL POINTER/ALLOCATABLE: actual bounds kept"
deferred_shape_dummy_keeps_bounds,ccib.f90,403,CC_SCALARS::GET_OPENBC_TANGENTIAL_CUTFACE_VEL,UU,"(:,:,:) REAL POINTER/ALLOCATABLE: actual bounds kept"
deferred_shape_dummy_keeps_bounds,ccib.f90,403,CC_SCALARS::GET_OPENBC_TANGENTIAL_CUTFACE_VEL,WW,"(:,:,:) REAL POINTER/ALLOCATABLE: actual bounds kept"
deferred_shape_dummy_keeps_bounds,ccib.f90,455,CC_SCALARS::GET_OPENBC_TANGENTIAL_CUTFACE_VEL::SET_GHOSTFACE_VEL_FREESLIP,VELOC,"(:,:,:) REAL POINTER/ALLOCATABLE: actual bounds kept"
deferred_shape_dummy_keeps_bounds,ccib.f90,487,CC_SCALARS::GET_OPENBC_TANGENTIAL_CUTFACE_VEL::SET_GHOSTFACE_VEL_WIND,VELOC,"(:,:,:) REAL POINTER/ALLOCATABLE: actual bounds kept"
deferred_shape_dummy_keeps_bounds,ccib.f90,512,CC_SCALARS::GET_H_GUARD_CUTCELL,HP,"(:,:,:) REAL POINTER/ALLOCATABLE: actual bounds kept"
deferred_shape_dummy_keeps_bounds,ccib.f90,750,CC_SCALARS::CUTFACE_VELOCITIES,UU,"(:,:,:) REAL POINTER/ALLOCATABLE: actual bounds kept"
deferred_shape_dummy_keeps_bounds,ccib.f90,750,CC_SCALARS::CUTFACE_VELOCITIES,WW,"(:,:,:) REAL POINTER/ALLOCATABLE: actual bounds kept"
deferred_shape_dummy_keeps_bounds,ccib.f90,750,CC_SCALARS::CUTFACE_VELOCITIES,VV,"(:,:,:) REAL POINTER/ALLOCATABLE: actual bounds kept"
deferred_shape_dummy_keeps_bounds,ccib.f90,1076,CC_SCALARS::UNSTRUCTURED_POISSON_RESIDUAL_RC,HP,"(:,:,:) REAL POINTER/ALLOCATABLE: actual bounds kept"
deferred_shape_dummy_keeps_bounds,ccib.f90,1076,CC_SCALARS::UNSTRUCTURED_POISSON_RESIDUAL_RC,P,"(:,:,:) REAL POINTER/ALLOCATABLE: actual bounds kept"
deferred_shape_dummy_keeps_bounds,ccib.f90,1076,CC_SCALARS::UNSTRUCTURED_POISSON_RESIDUAL_RC,RHOP,"(:,:,:) REAL POINTER/ALLOCATABLE: actual bounds kept"
deferred_shape_dummy_keeps_bounds,ccib.f90,1098,CC_SCALARS::GET_RHSLHS_POISSON_RC,HP,"(:,:,:) REAL POINTER/ALLOCATABLE: actual bounds kept"
deferred_shape_dummy_keeps_bounds,ccib.f90,1098,CC_SCALARS::GET_RHSLHS_POISSON_RC,P,"(:,:,:) REAL POINTER/ALLOCATABLE: actual bounds kept"
deferred_shape_dummy_keeps_bounds,ccib.f90,1098,CC_SCALARS::GET_RHSLHS_POISSON_RC,RHOP,"(:,:,:) REAL POINTER/ALLOCATABLE: actual bounds kept"
deferred_shape_dummy_keeps_bounds,ccib.f90,1321,CC_SCALARS::UNSTRUCTURED_POISSON_RESIDUAL,P,"(:,:,:) REAL POINTER/ALLOCATABLE: actual bounds kept"
deferred_shape_dummy_keeps_bounds,ccib.f90,1321,CC_SCALARS::UNSTRUCTURED_POISSON_RESIDUAL,HP,"(:,:,:) REAL POINTER/ALLOCATABLE: actual bounds kept"
deferred_shape_dummy_keeps_bounds,ccib.f90,1321,CC_SCALARS::UNSTRUCTURED_POISSON_RESIDUAL,RHOP,"(:,:,:) REAL POINTER/ALLOCATABLE: actual bounds kept"
deferred_shape_dummy_keeps_bounds,ccib.f90,1415,CC_SCALARS::GET_LHS_CUTCELL,HP,"(:,:,:) REAL POINTER/ALLOCATABLE: actual bounds kept"
deferred_shape_dummy_keeps_bounds,ccib.f90,1415,CC_SCALARS::GET_LHS_CUTCELL,P,"(:,:,:) REAL POINTER/ALLOCATABLE: actual bounds kept"
deferred_shape_dummy_keeps_bounds,ccib.f90,1415,CC_SCALARS::GET_LHS_CUTCELL,RHOP,"(:,:,:) REAL POINTER/ALLOCATABLE: actual bounds kept"
deferred_shape_dummy_keeps_bounds,ccib.f90,1779,CC_SCALARS::GET_CUTFACE_BAROCLINIC_TORQUE,HP,"(:,:,:) REAL POINTER/ALLOCATABLE: actual bounds kept"
deferred_shape_dummy_keeps_bounds,ccib.f90,1817,CC_SCALARS::GET_RCFACE_BAROCLINIC_TORQUE,HP,"(:,:,:) REAL POINTER/ALLOCATABLE: actual bounds kept"
deferred_shape_dummy_keeps_bounds,ccib.f90,1817,CC_SCALARS::GET_RCFACE_BAROCLINIC_TORQUE,RHOP,"(:,:,:) REAL POINTER/ALLOCATABLE: actual bounds kept"
deferred_shape_dummy_keeps_bounds,ccib.f90,1860,CC_SCALARS::COMPUTE_LINKED_CUTFACE_BAROCLINIC,P,"(:,:,:) REAL POINTER/ALLOCATABLE: actual bounds kept"
deferred_shape_dummy_keeps_bounds,ccib.f90,1860,CC_SCALARS::COMPUTE_LINKED_CUTFACE_BAROCLINIC,HP,"(:,:,:) REAL POINTER/ALLOCATABLE: actual bounds kept"
deferred_shape_dummy_keeps_bounds,ccib.f90,1860,CC_SCALARS::COMPUTE_LINKED_CUTFACE_BAROCLINIC,RHOP,"(:,:,:) REAL POINTER/ALLOCATABLE: actual bounds kept"
deferred_shape_dummy_keeps_bounds,ccib.f90,2007,CC_SCALARS::CC_CUTFACE_VELOCITY,VV,"(:,:,:) REAL POINTER/ALLOCATABLE: actual bounds kept"
deferred_shape_dummy_keeps_bounds,ccib.f90,2007,CC_SCALARS::CC_CUTFACE_VELOCITY,UU,"(:,:,:) REAL POINTER/ALLOCATABLE: actual bounds kept"
deferred_shape_dummy_keeps_bounds,ccib.f90,2007,CC_SCALARS::CC_CUTFACE_VELOCITY,WW,"(:,:,:) REAL POINTER/ALLOCATABLE: actual bounds kept"
deferred_shape_dummy_keeps_bounds,ccib.f90,6689,CC_SCALARS::GET_UVWGAS_CFACE,VP,"(:,:,:) REAL POINTER/ALLOCATABLE: actual bounds kept"
deferred_shape_dummy_keeps_bounds,ccib.f90,6689,CC_SCALARS::GET_UVWGAS_CFACE,UP,"(:,:,:) REAL POINTER/ALLOCATABLE: actual bounds kept"
deferred_shape_dummy_keeps_bounds,ccib.f90,6689,CC_SCALARS::GET_UVWGAS_CFACE,WP,"(:,:,:) REAL POINTER/ALLOCATABLE: actual bounds kept"
deferred_shape_dummy_keeps_bounds,ccib.f90,8005,CC_SCALARS::SET_EXIMADVFLX_3D,UU,"(:,:,:) REAL POINTER/ALLOCATABLE: actual bounds kept"
deferred_shape_dummy_keeps_bounds,ccib.f90,8005,CC_SCALARS::SET_EXIMADVFLX_3D,VV,"(:,:,:) REAL POINTER/ALLOCATABLE: actual bounds kept"
deferred_shape_dummy_keeps_bounds,ccib.f90,8005,CC_SCALARS::SET_EXIMADVFLX_3D,WW,"(:,:,:) REAL POINTER/ALLOCATABLE: actual bounds kept"
deferred_shape_dummy_keeps_bounds,ccib.f90,8180,CC_SCALARS::SET_EXIMDIFFLX_3D,RHO_D_DZDX,"(:,:,:,:) REAL POINTER/ALLOCATABLE: actual bounds kept"
deferred_shape_dummy_keeps_bounds,ccib.f90,8180,CC_SCALARS::SET_EXIMDIFFLX_3D,RHO_D_DZDZ,"(:,:,:,:) REAL POINTER/ALLOCATABLE: actual bounds kept"
deferred_shape_dummy_keeps_bounds,ccib.f90,8180,CC_SCALARS::SET_EXIMDIFFLX_3D,RHO_D_DZDY,"(:,:,:,:) REAL POINTER/ALLOCATABLE: actual bounds kept"
deferred_shape_dummy_keeps_bounds,ccib.f90,15044,CC_SCALARS::CC_VELOCITY_FLUX,RHOP,"(:,:,:) REAL POINTER/ALLOCATABLE: actual bounds kept"
deferred_shape_dummy_keeps_bounds,ccib.f90,20482,CC_SCALARS::GET_CUTCELL_HP,HP,"(:,:,:) REAL POINTER/ALLOCATABLE: actual bounds kept"
deferred_shape_dummy_keeps_bounds,divg.f90,792,DIVG::ENTHALPY_ADVECTION_NEW,U_DOT_DEL_RHO_H_S,"(:,:,:) REAL POINTER/ALLOCATABLE: actual bounds kept"
deferred_shape_dummy_keeps_bounds,divg.f90,1224,DIVG::SPECIES_ADVECTION_PART_2,U_DOT_DEL_RHO_Z,"(:,:,:) REAL POINTER/ALLOCATABLE: actual bounds kept"
deferred_shape_dummy_keeps_bounds,dump.f90,5119,DUMP::GET_SMOKE3D_QQ,QQ,"(:,:,:,:) REAL POINTER/ALLOCATABLE: actual bounds kept"
deferred_shape_dummy_keeps_bounds,dump.f90,5120,DUMP::GET_SMOKE3D_QQ,FF,"(:,:,:) REAL POINTER/ALLOCATABLE: actual bounds kept"
deferred_shape_dummy_keeps_bounds,func.f90,1332,MATH_FUNCTIONS::GET_SCALAR_FACE_VALUE,A,"(:,:,:) REAL POINTER/ALLOCATABLE: actual bounds kept"
deferred_shape_dummy_keeps_bounds,func.f90,1332,MATH_FUNCTIONS::GET_SCALAR_FACE_VALUE,U,"(:,:,:) REAL POINTER/ALLOCATABLE: actual bounds kept"
deferred_shape_dummy_keeps_bounds,func.f90,1333,MATH_FUNCTIONS::GET_SCALAR_FACE_VALUE,F,"(:,:,:) REAL POINTER/ALLOCATABLE: actual bounds kept"
explicit_shape_dummy_mesh_extent,turb.f90,841,TURBULENCE::EX2G3D,A,"(0:IBP1,0:JBP1,0:KBP1)"
explicit_shape_dummy_mesh_extent,turb.f90,858,TURBULENCE::FILL_EDGES,A,"(0:IBP1,0:JBP1,0:KBP1)"
explicit_shape_dummy_mesh_extent,turb.f90,961,TURBULENCE::TEST_FILTER,ORIG,"(0:IBP1,0:JBP1,0:KBP1)"
explicit_shape_dummy_mesh_extent,turb.f90,962,TURBULENCE::TEST_FILTER,HAT,"(0:IBP1,0:JBP1,0:KBP1)"
explicit_shape_dummy_mesh_extent,wall.f90,504,WALL_ROUTINES::SCALAR_TO_POINT,FIELD,"(-1:IBP1+1,-1:JBP1+1,-1:KBP1+1)"
first_element_actual,ccib.f90,16472,CC_SCALARS::CC_CHECK_DIVERGENCE,XYZMNX,"XYZMNX(1,1,1) in MPI_ALLREDUCE"
first_element_actual,ccib.f90,16472,CC_SCALARS::CC_CHECK_DIVERGENCE,XYZMNX_AUX,"XYZMNX_AUX(1,1,1) in MPI_ALLREDUCE"
first_element_actual,ccib.f90,16476,CC_SCALARS::CC_CHECK_DIVERGENCE,IJKMNX_AUX,"IJKMNX_AUX(1,1,1) in MPI_ALLREDUCE"
first_element_actual,ccib.f90,16476,CC_SCALARS::CC_CHECK_DIVERGENCE,IJKMNX,"IJKMNX(1,1,1) in MPI_ALLREDUCE"
first_element_actual,ccib.f90,16477,CC_SCALARS::CC_CHECK_DIVERGENCE,DIVVOLIJKMNX,"DIVVOLIJKMNX(1,1,1) in MPI_ALLREDUCE"
first_element_actual,ccib.f90,16477,CC_SCALARS::CC_CHECK_DIVERGENCE,DIVVOLIJKMNX_AUX,"DIVVOLIJKMNX_AUX(1,1,1) in MPI_ALLREDUCE"
first_element_actual,ccib.f90,16479,CC_SCALARS::CC_CHECK_DIVERGENCE,DIVVOLICJCMNX_AUX,"DIVVOLICJCMNX_AUX(1,1,1) in MPI_ALLREDUCE"
first_element_actual,ccib.f90,16479,CC_SCALARS::CC_CHECK_DIVERGENCE,DIVVOLICJCMNX,"DIVVOLICJCMNX(1,1,1) in MPI_ALLREDUCE"
first_element_actual,ccib.f90,16481,CC_SCALARS::CC_CHECK_DIVERGENCE,DIVICJCMNX_AUX,"DIVICJCMNX_AUX(1,1,1) in MPI_ALLREDUCE"
first_element_actual,ccib.f90,16481,CC_SCALARS::CC_CHECK_DIVERGENCE,DIVICJCMNX,"DIVICJCMNX(1,1,1) in MPI_ALLREDUCE"
first_element_actual,func.f90,5367,MEMORY_FUNCTIONS::EXCHANGE_GEOMETRY_INFO,M%CELL_INDEX,"M%CELL_INDEX(0,0,0) in MPI_BCAST"
first_element_actual,main.f90,2853,FDS::ZONE_BOUNDARY_EXCHANGE,M%PRESSURE_ZONE,"M%PRESSURE_ZONE(0,0,0) in MPI_BCAST"
local_array_mesh_extent,ccib.f90,2712,CC_SCALARS::CC_PROJECT_VELOCITY,U_STORE,"ALLOCATE(0:IBP1,0:JBP1,0:KBP1)"
local_array_mesh_extent,ccib.f90,2713,CC_SCALARS::CC_PROJECT_VELOCITY,V_STORE,"ALLOCATE(0:IBP1,0:JBP1,0:KBP1)"
local_array_mesh_extent,ccib.f90,2714,CC_SCALARS::CC_PROJECT_VELOCITY,W_STORE,"ALLOCATE(0:IBP1,0:JBP1,0:KBP1)"
local_array_mesh_extent,dump.f90,1064,DUMP::INITIALIZE_MESH_DUMPS,Z_TERRAIN,"ALLOCATE(0:M%IBAR,0:M%JBAR)"
local_array_mesh_extent,dump.f90,1065,DUMP::INITIALIZE_MESH_DUMPS,OUT_OF_MESH,"ALLOCATE(0:M%IBAR,0:M%JBAR)"
local_array_mesh_extent,dump.f90,5108,DUMP::DUMP_SMOKE3D,QQ_PACK,ALLOCATE(IBP1*JBP1*KBP1)
local_array_mesh_extent,func.f90,5591,GEOMETRY_FUNCTIONS::ASSIGN_PRESSURE_ZONE,Q_I,ALLOCATE(M%IBAR*M%JBAR*M%KBAR)
local_array_mesh_extent,func.f90,5592,GEOMETRY_FUNCTIONS::ASSIGN_PRESSURE_ZONE,Q_J,ALLOCATE(M%IBAR*M%JBAR*M%KBAR)
local_array_mesh_extent,func.f90,5593,GEOMETRY_FUNCTIONS::ASSIGN_PRESSURE_ZONE,Q_K,ALLOCATE(M%IBAR*M%JBAR*M%KBAR)
local_array_mesh_extent,geom.f90,6929,COMPLEX_GEOMETRY_GRID::GET_REGULAR_CUT_EDGES_BC,CELL_ADDED,"ALLOCATE(0:IBP1,0:JBP1,0:KBP1)"
local_array_mesh_extent,geom.f90,7593,COMPLEX_GEOMETRY_GRID::GET_SOLID_CUTCELL_EDGES_BC,CELL_ADDED,"ALLOCATE(0:IBP1,0:JBP1,0:KBP1)"
local_array_mesh_extent,pres.f90,2026,LOCMAT_SOLVER::ULMAT_GET_H_REGFACES,IJKBUFFER,"ALLOCATE(IAXIS:KAXIS,1:(IBAR+1)*(JBAR+1)*(KBAR+1))"
local_array_mesh_extent,pres.f90,2030,LOCMAT_SOLVER::ULMAT_GET_H_REGFACES,LOG_INTWC,"ALLOCATE(0:IBAR,0:JBAR,0:KBAR,IAXIS:KAXIS)"
local_array_mesh_extent,pres.f90,5574,GLOBMAT_SOLVER::GET_H_REGFACES,IJKBUFFER,"ALLOCATE(IAXIS:KAXIS,1:(IBAR+1)*(JBAR+1)*(KBAR+1))"
local_array_mesh_extent,radi.f90,3823,RAD::COMPUTE_RADIATION::RADIATION_FVM,IJK_SLICE,"ALLOCATE(3,IBAR*KBAR)"
local_array_mesh_extent,radi.f90,3826,RAD::COMPUTE_RADIATION::RADIATION_FVM,ILDX,"ALLOCATE(0:IBP1,0:JBP1,0:KBP1)"
local_array_mesh_extent,radi.f90,3827,RAD::COMPUTE_RADIATION::RADIATION_FVM,ILDY,"ALLOCATE(0:IBP1,0:JBP1,0:KBP1)"
local_array_mesh_extent,radi.f90,3828,RAD::COMPUTE_RADIATION::RADIATION_FVM,ILDZ,"ALLOCATE(0:IBP1,0:JBP1,0:KBP1)"
local_array_mesh_extent,vege.f90,86,VEGE::INITIALIZE_LEVEL_SET_FIRESPREAD_1,MAX_AREA,"ALLOCATE(0:IBP1,0:JBP1)"
local_array_mesh_extent,vege.f90,87,VEGE::INITIALIZE_LEVEL_SET_FIRESPREAD_1,SUM_AREA,"ALLOCATE(0:IBP1,0:JBP1)"
pointer_bounds_remap,dump.f90,5639,DUMP::GET_GEOMINFO,VERTPTR,VERTPTR(1:1+VERTEND-VERTBEG)=>VERTS(VERTBEG:VERTEND)
pointer_bounds_remap,dump.f90,5703,DUMP::GET_GEOMINFO,VERTPTR,VERTPTR(1:1+VERTEND-VERTBEG)=>VERTS(VERTBEG:VERTEND)
pointer_bounds_remap,dump.f90,5764,DUMP::GET_GEOMINFO,VERTPTR,VERTPTR(1:1+VERTEND-VERTBEG)=>VERTS(VERTBEG:VERTEND)
pointer_bounds_remap,dump.f90,5822,DUMP::GET_GEOMINFO,VERTPTR,VERTPTR(1:1+VERTEND-VERTBEG)=>VERTS(VERTBEG:VERTEND)
pointer_bounds_remap,dump.f90,5912,DUMP::GET_GEOMINFO,VERTPTR,VERTPTR(1:1+VERTEND-VERTBEG)=>VERTS(VERTBEG:VERTEND)
